R,k,p_k,p_k1,digits_N,F,f,u_up,u_dn,ncand_up,ncand_dn,q_k,T_up,T_dn
7,1044,8317,8329,3565.7,21613,15733,1.594909,0.888942,1384,790,1.96036904e-03,2.713151,1.548692
7,1048,8369,8377,3581.4,9011,9391,0.075683,0.121046,72,113,1.95271702e-03,0.140596,0.220657
7,1052,8419,8423,3597.1,10133,8447,0.203016,0.002849,191,5,1.94512338e-03,0.371519,0.009726
7,1056,8443,8447,3612.8,9721,13399,0.150823,0.586244,143,533,1.93758768e-03,0.277075,1.032734
7,1060,8501,8513,3628.5,14621,12743,0.717491,0.496887,651,461,1.93010949e-03,1.256501,0.88978
7,1064,8537,8539,3644.3,28921,10513,2.386931,0.231175,2084,222,1.92268430e-03,4.006874,0.426836
7,1068,8573,8581,3660.0,13399,13537,0.561473,0.577555,521,535,1.91531698e-03,0.99788,1.024695
7,1072,8609,8623,3675.7,17203,18803,0.995013,1.180564,909,1074,1.90800436e-03,1.734376,2.049197
7,1076,8641,8647,3691.5,10193,18169,0.17879,1.101191,176,1006,1.90074758e-03,0.334532,1.912152
7,1080,8677,8681,3707.2,9803,10601,0.129248,0.221173,129,213,1.89354592e-03,0.244267,0.403325
7,1084,8699,8707,3723.0,9419,13681,0.081773,0.571264,81,532,1.88640024e-03,0.152798,1.003565
7,1088,8731,8737,3738.7,9239,10271,0.057457,0.175575,57,172,1.87930981e-03,0.107121,0.323241
7,1092,8753,8761,3754.5,13807,12347,0.575962,0.409314,541,383,1.87227397e-03,1.0129,0.717081
7,1096,8803,8807,3770.3,9277,17939,0.053367,1.036902,52,961,1.86529014e-03,0.096995,1.792544
7,1100,8831,8837,3786.1,32579,19543,2.686658,1.211497,2397,1117,1.85835757e-03,4.454483,2.075785
7,1104,8861,8863,3801.8,27779,9227,2.134266,0.04107,1928,40,1.85147778e-03,3.569649,0.074059
7,1108,8893,8923,3817.6,10691,9043,0.19814,0.013448,196,16,1.84464942e-03,0.361551,0.029514
7,1112,8941,8951,3833.4,36083,20173,3.03117,1.253715,2721,1170,1.83786764e-03,5.000838,2.150305
7,1116,8971,8999,3849.2,9679,24623,0.075564,1.736193,79,1612,1.83113603e-03,0.14466,2.951791
7,1120,9011,9013,3865.1,20549,10267,1.279929,0.139132,1199,139,1.82445240e-03,2.187518,0.253599
7,1124,9043,9049,3880.9,11933,9419,0.318709,0.040888,306,41,1.81781877e-03,0.556253,0.074531
7,1128,9091,9103,3896.7,12647,15373,0.389322,0.688784,383,668,1.81123314e-03,0.693702,1.209904
7,1132,9133,9137,3912.6,11807,32611,0.292218,2.569115,283,2369,1.80469212e-03,0.510728,4.275316
7,1136,9161,9173,3928.4,10061,25391,0.096806,1.768015,98,1664,1.79819839e-03,0.176223,2.992202
7,1140,9199,9203,3944.3,9521,13183,0.034554,0.432468,39,429,1.79175143e-03,0.069878,0.768661
7,1144,9227,9239,3960.1,11953,10301,0.293755,0.114948,289,119,1.78535134e-03,0.515967,0.212457
7,1148,9277,9281,3976.0,13781,10369,0.484862,0.117229,482,124,1.77899619e-03,0.857476,0.220596
7,1152,9311,9319,3991.8,25919,14627,1.781307,0.569589,1699,560,1.77268551e-03,3.011793,0.992704
7,1156,9341,9343,4007.7,13043,11897,0.396018,0.27336,398,269,1.76641892e-03,0.703035,0.475167
7,1160,9377,9391,4023.6,20921,32573,1.227771,2.468534,1193,2336,1.76019725e-03,2.099915,4.111821
7,1164,9413,9419,4039.5,13397,18839,0.422338,1.000106,424,983,1.75401828e-03,0.743704,1.7242
7,1168,9433,9437,4055.4,9887,9491,0.047685,0.005722,52,8,1.74788408e-03,0.09089,0.013983
7,1172,9463,9467,4071.3,10061,11117,0.062744,0.17429,62,175,1.74179434e-03,0.107991,0.304814
7,1176,9491,9497,4087.2,11927,13759,0.25587,0.448773,253,452,1.73574802e-03,0.439144,0.784558
7,1180,9533,9539,4103.1,11321,12379,0.186812,0.297725,189,298,1.72974304e-03,0.326921,0.515463
7,1184,9587,9601,4119.0,10729,11731,0.117488,0.221852,124,224,1.72377861e-03,0.213749,0.386126
7,1188,9623,9629,4135.0,26993,18301,1.803303,0.900613,1773,909,1.71785170e-03,3.045751,1.561527
7,1192,9649,9661,4150.9,10313,23459,0.067488,1.428217,73,1419,1.71196702e-03,0.124974,2.429281
7,1196,9689,9697,4166.9,10331,14683,0.065381,0.51418,71,523,1.70612200e-03,0.121135,0.892302
7,1200,9733,9739,4182.8,14923,16187,0.532293,0.66208,547,681,1.70031587e-03,0.930073,1.157915
7,1250,10177,10181,4382.7,20269,12973,0.990865,0.274236,1041,295,1.63093451e-03,1.697803,0.481126
7,1260,10271,10273,4422.8,12517,21013,0.218437,1.045459,235,1103,1.61772708e-03,0.380166,1.784353
7,1270,10343,10357,4462.9,16879,10859,0.629719,0.04847,676,50,1.60473431e-03,1.0848,0.080237
7,1280,10459,10463,4503.1,21143,13907,1.02074,0.32916,1096,364,1.59194413e-03,1.744771,0.579468
7,1290,10567,10589,4543.3,12479,18401,0.178487,0.737747,199,818,1.57935416e-03,0.314291,1.291912
7,1300,10657,10663,4583.6,10847,31607,0.017256,1.964175,18,2101,1.56695602e-03,0.028205,3.292175
7,1310,10739,10753,4623.9,11699,17851,0.087975,0.660095,94,737,1.55475218e-03,0.146147,1.145852
7,1320,10859,10861,4664.2,29959,11969,1.758402,0.102016,1923,115,1.54273207e-03,2.966674,0.177414
7,1330,10949,10957,4704.6,40819,15859,2.725381,0.447385,2943,518,1.53089578e-03,4.505426,0.793004
7,1340,11059,11069,4745.0,14323,32371,0.293974,1.924474,340,2134,1.51923548e-03,0.51654,3.242049
7,1350,11149,11159,4785.5,18211,15269,0.631956,0.368313,736,432,1.50774990e-03,1.109704,0.651348
7,1360,11251,11257,4826.0,13907,21559,0.235409,0.915164,284,1059,1.49643514e-03,0.424988,1.584725
7,1370,11329,11351,4866.5,17669,24923,0.556603,1.195666,660,1385,1.48528750e-03,0.98029,2.057123
7,1380,11443,11447,4907.1,15661,12671,0.368131,0.106928,447,134,1.47430155e-03,0.659013,0.197556
7,1390,11527,11549,4947.7,18503,21017,0.60213,0.819811,729,974,1.46347600e-03,1.066874,1.425426
7,1400,11657,11677,4988.3,16249,17203,0.391539,0.473238,488,581,1.45280396e-03,0.708968,0.844079
7,1410,11777,11779,5029.0,18661,14051,0.58426,0.192886,721,247,1.44228099e-03,1.039885,0.356243
7,1420,11833,11839,5069.7,12107,14639,0.022637,0.236506,29,295,1.43190822e-03,0.041525,0.422413
7,1430,11933,11939,5110.5,20681,12953,0.732222,0.084932,899,112,1.42168423e-03,1.278094,0.159229
7,1440,12011,12037,5151.3,20233,13463,0.680901,0.118468,848,156,1.41160769e-03,1.197043,0.220211
7,1450,12109,12113,5192.1,20507,12157,0.692974,0.003632,864,5,1.40167078e-03,1.211044,0.007008
7,1460,12211,12227,5232.9,15193,13691,0.242578,0.119735,314,158,1.39187297e-03,0.437048,0.219916
7,1470,12289,12301,5273.8,14149,14783,0.150232,0.201772,195,263,1.38220975e-03,0.269531,0.363521
7,1480,12401,12409,5314.7,22129,37181,0.783302,1.996293,1001,2459,1.37267842e-03,1.374051,3.375416
7,1481,12409,12413,5318.8,12451,15919,0.003061,0.282446,5,375,1.37173246e-03,0.006859,0.5144
7,1485,12437,12451,5335.2,15541,18797,0.248173,0.509678,328,660,1.36796199e-03,0.448692,0.902855
7,1489,12479,12487,5351.6,12619,28793,0.010571,1.305838,19,1647,1.36421198e-03,0.02592,2.246857
7,1490,12487,12491,5355.7,21937,13499,0.756224,0.080698,969,110,1.36327770e-03,1.321016,0.149961
7,1493,12503,12511,5368.0,19937,13679,0.593558,0.093358,761,122,1.36048293e-03,1.035328,0.165979
7,1497,12539,12541,5384.4,17839,18119,0.422454,0.444781,549,578,1.35677470e-03,0.744869,0.784216
7,1500,12553,12569,5396.7,16519,27893,0.314265,1.21919,413,1544,1.35400717e-03,0.559205,2.090587
7,1501,12569,12577,5400.8,14401,12979,0.145027,0.031963,186,45,1.35308710e-03,0.251674,0.060889
7,1505,12601,12611,5417.2,27749,17657,1.200381,0.400127,1522,523,1.34941957e-03,2.053817,0.705746
7,1509,12637,12641,5433.6,20359,13399,0.610553,0.059964,792,80,1.34577209e-03,1.065851,0.107662
7,1510,12641,12647,5437.7,14717,15107,0.163675,0.194513,212,255,1.34486333e-03,0.285111,0.34294
7,1513,12659,12671,5450.0,17783,13249,0.403441,0.045616,527,62,1.34214469e-03,0.70731,0.083213
7,1517,12703,12713,5466.4,20719,20981,0.629749,0.650358,816,842,1.33853652e-03,1.092246,1.127048
7,1520,12739,12743,5478.7,13313,16103,0.04473,0.263674,61,355,1.33584295e-03,0.081486,0.474224
7,1521,12743,12757,5482.8,14159,36683,0.1099,1.875519,146,2368,1.33494750e-03,0.194902,3.161156
7,1525,12791,12799,5499.2,16091,16103,0.257208,0.258145,348,350,1.33137714e-03,0.463319,0.465982
7,1529,12823,12829,5515.7,12829,15773,0.0,0.22948,1,311,1.32782558e-03,0.001328,0.412954
7,1530,12829,12841,5519.8,14327,18859,0.115723,0.468655,151,618,1.32694075e-03,0.200368,0.820049
7,1533,12889,12893,5532.1,16651,34919,0.291476,1.708369,393,2194,1.32429266e-03,0.520447,2.905498
7,1537,12911,12917,5548.5,13537,29879,0.047999,1.313153,66,1700,1.32077763e-03,0.087171,2.245322
7,1540,12923,12941,5560.9,28097,14489,1.171161,0.11962,1525,158,1.31815427e-03,2.010185,0.208268
7,1541,12941,12953,5565.0,26813,15439,1.070022,0.191925,1400,262,1.31728207e-03,1.844195,0.345128
7,1545,12973,12979,5581.4,14657,15473,0.129286,0.192157,172,263,1.31380485e-03,0.225974,0.345531
7,1549,13003,13007,5597.9,15569,23813,0.196971,0.830783,267,1099,1.31034641e-03,0.349862,1.440071
7,1550,13007,13009,5602.0,14327,52253,0.101314,3.016681,131,3792,1.30948475e-03,0.171543,4.965566
7,1553,13037,13043,5614.3,24247,14813,0.859005,0.135705,1145,182,1.30690650e-03,1.496408,0.237857
7,1557,13093,13099,5630.8,14281,13109,0.090236,0.000763,119,3,1.30348433e-03,0.155115,0.00391
7,1560,13109,13121,5643.2,13499,13759,0.028809,0.048624,40,68,1.30092899e-03,0.052037,0.088463
7,1561,13121,13127,5647.3,18211,35279,0.387293,1.687514,525,2197,1.30007944e-03,0.682542,2.856275
7,1565,13159,13163,5663.8,17807,22573,0.352807,0.714883,478,959,1.29669218e-03,0.619819,1.243528
7,1569,13183,13187,5680.2,15629,22783,0.185182,0.727686,253,977,1.29332304e-03,0.327211,1.263577
7,1570,13187,13217,5684.4,14321,15299,0.083529,0.157524,109,217,1.29248362e-03,0.140881,0.280469
7,1573,13229,13241,5696.7,19739,18451,0.490748,0.393475,661,541,1.28997115e-03,0.852671,0.697874
7,1577,13267,13291,5713.2,16183,32189,0.217591,1.421864,303,1876,1.28663632e-03,0.389851,2.41373
7,1580,13309,13313,5725.6,17203,15073,0.292196,0.132202,401,180,1.28414589e-03,0.514943,0.231146
7,1581,13313,13327,5729.7,14957,16691,0.122308,0.25242,171,349,1.28331795e-03,0.219447,0.447878
7,1585,13339,13367,5746.2,13691,26687,0.024239,0.996484,33,1341,1.28001697e-03,0.042241,1.716503
7,1589,13399,13411,5762.7,18679,15413,0.392812,0.14928,544,212,1.27673198e-03,0.694542,0.270667
7,1590,13411,13417,5766.8,23321,42209,0.738168,2.145934,1010,2823,1.27591333e-03,1.288672,3.601903
7,1593,13441,13451,5779.2,14561,24179,0.082522,0.797562,114,1098,1.27346380e-03,0.145175,1.398263
7,1597,13469,13477,5795.7,14759,17333,0.095125,0.286117,132,396,1.27021223e-03,0.167668,0.503004
7,1600,13499,13513,5808.1,16703,22751,0.236069,0.683638,333,943,1.26778460e-03,0.422172,1.195521
7,1601,13513,13523,5812.3,18013,17167,0.332027,0.269467,464,376,1.26697735e-03,0.587877,0.476383
7,1605,13567,13577,5828.8,17573,17467,0.294321,0.286514,415,403,1.26375809e-03,0.52446,0.509295
7,1609,13613,13619,5845.3,23677,24103,0.738527,0.769807,1026,1073,1.26055442e-03,1.293329,1.352575
7,1610,13619,13627,5849.5,16253,20249,0.192706,0.485947,279,679,1.25975601e-03,0.351472,0.855374
7,1613,13649,13669,5861.9,15601,13723,0.141342,0.003951,206,11,1.25736688e-03,0.259018,0.013831
7,1617,13687,13691,5878.4,42727,18077,2.120809,0.320356,2851,455,1.25419485e-03,3.57571,0.570659
7,1620,13697,13709,5890.8,23003,14327,0.677949,0.04508,945,61,1.25182700e-03,1.182977,0.076361
7,1621,13709,13711,5895.0,21587,23447,0.574429,0.710087,802,989,1.25103974e-03,1.003334,1.237278
7,1625,13729,13751,5911.5,30851,16567,1.243546,0.204785,1701,293,1.24790115e-03,2.12268,0.365635
7,1629,13763,13781,5928.1,18199,26371,0.320586,0.913577,456,1268,1.24477825e-03,0.567619,1.578379
7,1630,13781,13789,5932.2,23741,29611,0.721735,1.147436,1009,1584,1.24399995e-03,1.255196,1.970496
7,1633,13807,13829,5944.6,29873,15629,1.160171,0.130161,1603,189,1.24167093e-03,1.990399,0.234676
7,1637,13859,13873,5961.2,17713,15541,0.276797,0.120234,397,176,1.23857859e-03,0.491716,0.21799
7,1640,13879,13883,5973.6,15887,17093,0.144349,0.231218,211,330,1.23626924e-03,0.260853,0.407969
7,1641,13883,13901,5977.7,16127,18541,0.160132,0.333789,236,483,1.23550152e-03,0.291578,0.596747
7,1645,13913,13921,5994.3,59263,23227,3.257094,0.668486,4348,947,1.23244013e-03,5.35865,1.167121
7,1649,13963,13967,6010.9,30491,15083,1.183074,0.079903,1642,113,1.22939415e-03,2.018665,0.138922
7,1650,13967,13997,6015.0,26017,14149,0.858755,0.010859,1212,15,1.22863492e-03,1.489106,0.01843
7,1653,14009,14011,6027.5,17383,17137,0.240668,0.22311,345,322,1.22636220e-03,0.423095,0.394889
7,1657,14051,14057,6044.1,28211,23279,1.0069,0.656043,1418,938,1.22334508e-03,1.734703,1.147498
7,1660,14081,14083,6056.5,22721,61153,0.613364,3.342328,879,4499,1.22109172e-03,1.07334,5.493692
7,1661,14083,14087,6060.7,22669,20771,0.609214,0.47448,871,679,1.22034250e-03,1.062918,0.828613
7,1665,14149,14153,6077.3,17929,41263,0.266799,1.915495,391,2656,1.21735403e-03,0.475985,3.233292
7,1669,14177,14197,6093.9,23827,14713,0.678312,0.036346,981,52,1.21437978e-03,1.191307,0.063148
7,1670,14197,14207,6098.0,16477,19373,0.15978,0.363624,239,522,1.21363839e-03,0.29006,0.633519
7,1673,14243,14249,6110.5,14347,19333,0.006878,0.356797,10,518,1.21141931e-03,0.012114,0.627515
7,1677,14293,14303,6127.1,18899,37441,0.321331,1.617703,473,2286,1.20847253e-03,0.571608,2.762568
7,1680,14323,14327,6139.6,15161,22787,0.058212,0.590493,91,867,1.20627128e-03,0.109771,1.045837
7,1681,14327,14341,6143.7,33521,15737,1.337424,0.097343,1907,154,1.20553940e-03,2.298964,0.185653
7,1685,14387,14389,6160.3,17123,14923,0.190006,0.037112,289,62,1.20262020e-03,0.347557,0.074562
7,1689,14411,14419,6177.0,15137,15307,0.049795,0.061585,79,99,1.19971490e-03,0.094777,0.118772
7,1690,14419,14423,6181.1,20201,23209,0.40061,0.609166,595,901,1.19899083e-03,0.7134,1.080291
7,1693,14437,14447,6193.6,16193,55219,0.120856,2.822178,190,3918,1.19682411e-03,0.227397,4.689157
7,1697,14479,14489,6210.3,20903,39229,0.442681,1.707502,655,2434,1.19394745e-03,0.782036,2.906068
7,1700,14519,14533,6222.7,14759,16007,0.015551,0.101424,29,164,1.19179858e-03,0.034562,0.195455
7,1701,14533,14537,6226.9,29671,16741,1.041068,0.151613,1519,234,1.19108389e-03,1.809256,0.278714
7,1705,14551,14557,6243.6,21757,18149,0.494607,0.246754,736,376,1.18823414e-03,0.87454,0.446776
7,1709,14591,14593,6260.2,22129,23269,0.516412,0.594532,772,885,1.18539861e-03,0.915128,1.049078
7,1710,14593,14621,6264.4,22619,16033,0.547021,0.096573,816,155,1.18469182e-03,0.966709,0.183627
7,1713,14629,14633,6276.9,15329,19843,0.047564,0.356045,78,532,1.18257601e-03,0.092241,0.62913
7,1717,14657,14669,6293.5,17579,31489,0.198378,1.146636,304,1672,1.17976720e-03,0.358649,1.972571
7,1720,14699,14713,6306.0,29033,16223,0.973289,0.10263,1439,165,1.17766912e-03,1.694666,0.194315
7,1721,14713,14717,6310.2,15017,14827,0.020385,0.007474,35,16,1.17697130e-03,0.041194,0.018832
7,1725,14737,14741,6326.9,33521,15859,1.273998,0.075843,1863,123,1.17418866e-03,2.187513,0.144425
7,1729,14759,14767,6343.5,22279,19213,0.508702,0.301077,767,450,1.17141973e-03,0.898479,0.527139
7,1730,14767,14771,6347.7,36011,23057,1.437953,0.560964,2096,844,1.17072960e-03,2.453849,0.988096
7,1731,14771,14779,6351.9,29573,15661,1.001015,0.059679,1479,96,1.17004034e-03,1.73049,0.112324
7,1732,14779,14783,6356.1,17863,26861,0.208347,0.81702,316,1214,1.16935191e-03,0.369515,1.419593
7,1740,14851,14867,6389.4,23459,14879,0.577924,0.000807,871,3,1.16387339e-03,1.013734,0.003492
7,1750,14947,14951,6431.2,19309,27647,0.291486,0.849174,439,1266,1.15709705e-03,0.507966,1.464885
11,600,4409,4421,1880.7,5209,8039,0.17824,0.818367,93,411,3.45744250e-03,0.321542,1.421009
11,604,4447,4451,1895.3,6473,6131,0.45428,0.377443,236,195,3.43393089e-03,0.810408,0.669617
11,608,4481,4483,1909.9,7193,6637,0.604506,0.480482,311,248,3.41073957e-03,1.06074,0.845863
11,612,4513,4517,1924.5,5843,13451,0.293558,1.977861,155,982,3.38785393e-03,0.525117,3.326873
11,616,4547,4549,1939.2,4733,7547,0.040448,0.659046,23,341,3.36527932e-03,0.077401,1.14756
11,620,4583,4591,1953.8,5273,8009,0.148552,0.7445,79,388,3.34299513e-03,0.264097,1.297082
11,624,4621,4637,1968.5,6073,4643,0.309683,0.001294,168,3,3.32099659e-03,0.557927,0.009963
11,628,4649,4651,1983.1,5419,12377,0.165126,1.661148,88,849,3.29927710e-03,0.290336,2.801086
11,632,4673,4679,1997.8,10729,6679,1.293011,0.427442,676,229,3.27785581e-03,2.215831,0.750629
11,636,4721,4723,2012.5,5009,10163,0.060555,1.15181,35,612,3.25670450e-03,0.113985,1.993103
11,640,4751,4759,2027.2,9767,8971,1.052322,0.88506,564,476,3.23582047e-03,1.825003,1.540251
11,644,4789,4793,2041.9,18269,5153,2.8116,0.07511,1450,43,3.21518743e-03,4.662022,0.138253
11,648,4813,4817,2056.6,5701,10513,0.183517,1.182479,103,638,3.19482727e-03,0.329067,2.0383
11,652,4871,4877,2071.4,5281,5807,0.082838,0.190691,49,110,3.17471110e-03,0.155561,0.349218
11,656,4909,4919,2086.1,7307,6829,0.485465,0.38829,275,223,3.15482827e-03,0.867578,0.703527
11,660,4937,4943,2100.9,6287,5021,0.2719,0.01578,158,13,3.13518969e-03,0.49536,0.040757
11,664,4967,4969,2115.7,10321,7433,1.077078,0.495874,602,278,3.11580220e-03,1.875713,0.866193
11,668,4993,4999,2130.5,7433,7043,0.486897,0.408882,274,238,3.09665946e-03,0.848485,0.737005
11,672,5011,5021,2145.3,14321,6553,1.852221,0.305119,1007,175,3.07775780e-03,3.099302,0.538608
11,676,5051,5059,2160.1,8387,8627,0.657838,0.705278,374,398,3.05908977e-03,1.1441,1.217518
11,680,5087,5099,2174.9,13669,8971,1.680722,0.759365,934,436,3.04063719e-03,2.839955,1.325718
11,684,5113,5119,2189.7,7937,5171,0.550498,0.010158,319,5,3.02240910e-03,0.964149,0.015112
11,688,5167,5171,2204.6,8681,6719,0.678786,0.299362,393,179,3.00439000e-03,1.180725,0.537786
11,692,5197,5209,2219.4,7723,6257,0.482626,0.20119,288,121,2.98657998e-03,0.860135,0.361376
11,696,5233,5237,2234.3,8819,8707,0.683979,0.662593,402,389,2.96897244e-03,1.193527,1.15493
11,700,5279,5281,2249.2,5927,5623,0.122325,0.06476,79,39,2.95156709e-03,0.233174,0.115111
11,704,5309,5323,2264.1,7393,7829,0.388878,0.470787,235,286,2.93436262e-03,0.689575,0.839228
11,708,5351,5381,2279.0,16139,6703,1.999257,0.245679,1170,157,2.91735066e-03,3.4133,0.458024
11,712,5399,5407,2293.9,17519,6133,2.240059,0.13427,1304,88,2.90051960e-03,3.782278,0.255246
11,716,5419,5431,2308.9,6299,7127,0.159823,0.312281,103,197,2.88388861e-03,0.297041,0.568126
11,720,5443,5449,2323.8,14543,7127,1.66893,0.307946,983,193,2.86745412e-03,2.818707,0.553419
11,724,5479,5483,2338.7,5867,9059,0.070035,0.652198,48,402,2.85120725e-03,0.136858,1.146185
11,728,5507,5519,2353.7,7013,8171,0.270701,0.480522,174,298,2.83514592e-03,0.493315,0.844873
11,732,5531,5557,2368.7,9661,8929,0.738528,0.606802,461,378,2.81926956e-03,1.299683,1.065684
11,736,5573,5581,2383.7,6269,10753,0.123275,0.926716,79,575,2.80356401e-03,0.221482,1.612049
11,740,5639,5641,2398.7,8233,8329,0.459493,0.476511,293,305,2.78802524e-03,0.816891,0.850348
11,744,5653,5657,2413.7,12329,8699,1.179424,0.537741,729,340,2.77265306e-03,2.021264,0.942702
11,748,5683,5689,2428.7,7283,10957,0.28019,0.925998,181,583,2.75745909e-03,0.4991,1.607599
11,752,5711,5717,2443.7,8941,18773,0.563932,2.283715,360,1390,2.74243166e-03,0.987275,3.81198
11,756,5743,5749,2458.7,5879,8219,0.022613,0.42964,18,274,2.72756506e-03,0.049096,0.747353
11,760,5791,5801,2473.8,8053,6833,0.388209,0.1779,252,120,2.71285348e-03,0.683639,0.325542
11,764,5821,5827,2488.8,16319,9137,1.800583,0.568045,1129,369,2.69829842e-03,3.046379,0.995672
11,768,5849,5851,2503.9,10141,11197,0.733208,0.91369,477,588,2.68390124e-03,1.280221,1.578134
11,772,5867,5869,2519.0,6337,6961,0.079741,0.186062,53,122,2.66966529e-03,0.141492,0.325699
11,776,5897,5903,2534.0,13763,7411,1.331526,0.255463,853,164,2.65558601e-03,2.265215,0.435516
11,780,5939,5953,2549.1,7247,7561,0.217369,0.270116,147,180,2.64164927e-03,0.388322,0.475497
11,784,6007,6011,2564.2,11467,11909,0.907669,0.981201,598,643,2.62784261e-03,1.57145,1.689703
11,788,6043,6047,2579.4,9733,6763,0.609558,0.118406,412,83,2.61417086e-03,1.077038,0.216976
11,792,6073,6079,2594.5,6397,11257,0.052311,0.851785,42,569,2.60064242e-03,0.109227,1.479766
11,796,6101,6113,2609.6,10559,7079,0.727302,0.158024,493,113,2.58725506e-03,1.275517,0.29236
11,800,6133,6143,2624.8,12373,6317,1.014162,0.028325,676,22,2.57400408e-03,1.740027,0.056628
11,804,6173,6197,2639.9,7057,9133,0.138777,0.473778,103,328,2.56088825e-03,0.263771,0.839971
11,808,6211,6217,2655.1,10141,12553,0.631173,1.019141,437,692,2.54789909e-03,1.113432,1.763146
11,812,6247,6257,2670.3,11897,10559,0.90139,0.68755,613,477,2.53504485e-03,1.553982,1.209216
11,816,6271,6277,2685.5,12511,8237,0.99315,0.312251,678,218,2.52231797e-03,1.710132,0.549865
11,820,6301,6311,2700.7,6367,6571,0.008873,0.041198,10,30,2.50972195e-03,0.025097,0.075292
11,824,6329,6337,2715.9,20897,6581,2.297617,0.038504,1526,28,2.49725325e-03,3.810808,0.069923
11,828,6359,6361,2731.1,6779,6421,0.065713,0.009432,44,7,2.48491044e-03,0.109336,0.017394
11,832,6379,6389,2746.3,9043,8053,0.415401,0.260448,292,180,2.47269454e-03,0.722027,0.445085
11,836,6427,6449,2761.5,6971,7309,0.080943,0.133354,60,96,2.46059563e-03,0.147636,0.236217
11,840,6473,6481,2776.8,7673,10079,0.183922,0.555161,133,397,2.44860568e-03,0.325665,0.972096
